Species,RoostCode,MaxCountInAnyYear,County,Region,Country
Soprano pipistrelle,1120011,846,Cumbria,North West,England
Soprano pipistrelle,1120582,845,Kent,South East,England
Soprano pipistrelle,1121154,825,Cumbria,North West,England
Soprano pipistrelle,3120098,823,Powys,Wales,Wales
Soprano pipistrelle,1120949,813,Dorset,South West,England
Soprano pipistrelle,1120073,805,Lincolnshire,East Midlands,England
Soprano pipistrelle,5100023,803,Carmarthenshire,Wales,Wales
Soprano pipistrelle,1121026,802,Essex,East of England,England
Soprano pipistrelle,1120301,800,Lancashire,North West,England
Soprano pipistrelle,2120045,792,South Lanarkshire,Scotland,Scotland
Soprano pipistrelle,5100465,790,Nottinghamshire,East Midlands,England
Soprano pipistrelle,5100194,783,Stirling,Scotland,Scotland
Soprano pipistrelle,2120082,782,East Lothian,Scotland,Scotland
Soprano pipistrelle,1121283,769,Rutland,East Midlands,England
Soprano pipistrelle,3120124,766,Carmarthenshire,Wales,Wales
Soprano pipistrelle,2120003,764,Stirling,Scotland,Scotland
Soprano pipistrelle,1121170,764,Essex,East of England,England
Soprano pipistrelle,2120080,758,Argyll and Bute,Scotland,Scotland
Soprano pipistrelle,5100137,742,Kent,South East,England
Soprano pipistrelle,5100312,742,South Lanarkshire,Scotland,Scotland
Soprano pipistrelle,1121002,730,South Yorkshire,Yorkshire and The Humber,England
Soprano pipistrelle,5100197,728,Devon,South West,England
Soprano pipistrelle,1120202,709,Hertfordshire,East of England,England
Soprano pipistrelle,5100411,702,Inverclyde,Scotland,Scotland
Soprano pipistrelle,5100078,694,Rutland,East Midlands,England
Soprano pipistrelle,1121027,691,Essex,East of England,England
Soprano pipistrelle,3120050,688,Ceredigion,Wales,Wales
Soprano pipistrelle,1121250,680,West Midlands,West Midlands,England
Soprano pipistrelle,2120033,676,Perth and Kinross,Scotland,Scotland
Soprano pipistrelle,2120152,675,Stirling,Scotland,Scotland
Soprano pipistrelle,1120880,674,Lincolnshire,East Midlands,England
Soprano pipistrelle,3120002,666,Gwynedd,Wales,Wales
Soprano pipistrelle,5100559,656,Dumfries and Galloway,Scotland,Scotland
Soprano pipistrelle,2120072,654,South Lanarkshire,Scotland,Scotland
Soprano pipistrelle,5100185,652,Nottinghamshire,East Midlands,England
Soprano pipistrelle,2120049,648,Stirling,Scotland,Scotland
Soprano pipistrelle,5100057,643,Herefordshire,West Midlands,England
Soprano pipistrelle,5100651,642,Cambridgeshire,East of England,England
Soprano pipistrelle,2120194,624,West Lothian,Scotland,Scotland
Soprano pipistrelle,5100823,616,Powys,Wales,Wales
Soprano pipistrelle,5100196,612,Shropshire,West Midlands,England
Soprano pipistrelle,1120389,610,Suffolk,East of England,England
Soprano pipistrelle,3120119,604,Pembrokeshire,Wales,Wales
Soprano pipistrelle,1120068,603,Kent,South East,England
Soprano pipistrelle,5100430,603,Lincolnshire,East Midlands,England
Soprano pipistrelle,5100109,602,Powys,Wales,Wales
Soprano pipistrelle,1120665,600,Herefordshire,West Midlands,England
Soprano pipistrelle,5100975,598,Wiltshire,South West,England
Soprano pipistrelle,3120122,596,Gwynedd,Wales,Wales
Soprano pipistrelle,5100503,594,Lancashire,North West,England
Soprano pipistrelle,5101015,594,West Sussex,South East,England
Soprano pipistrelle,1120288,589,Somerset,South West,England
Soprano pipistrelle,5100033,589,Cumbria,North West,England
Soprano pipistrelle,2120200,587,Stirling,Scotland,Scotland
Soprano pipistrelle,4120028,583,Fermanagh,Northern Ireland,Northern Ireland
Soprano pipistrelle,1120023,578,Devon,South West,England
Soprano pipistrelle,5100578,571,West Berkshire,South East,England
Soprano pipistrelle,1120436,570,Cheshire,North West,England
Soprano pipistrelle,1120151,570,Lancashire,North West,England
Soprano pipistrelle,2120211,569,Glasgow City,Scotland,Scotland
Soprano pipistrelle,5100029,569,Shropshire,West Midlands,England
Soprano pipistrelle,2120153,566,Stirling,Scotland,Scotland
Soprano pipistrelle,5100058,564,Lancashire,North West,England
Soprano pipistrelle,1121048,564,Essex,East of England,England
Soprano pipistrelle,1121193,557,Hampshire,South East,England
Soprano pipistrelle,1120036,553,Greater London,London,England
Soprano pipistrelle,1121121,547,Gloucestershire,South West,England
Soprano pipistrelle,5100698,547,Nottinghamshire,East Midlands,England
Soprano pipistrelle,2120011,546,Aberdeenshire,Scotland,Scotland
Soprano pipistrelle,1121270,545,Worcestershire,West Midlands,England
Soprano pipistrelle,1121204,544,Cumbria,North West,England
Soprano pipistrelle,2120141,543,Renfrewshire,Scotland,Scotland
Soprano pipistrelle,1120490,542,Staffordshire,West Midlands,England
Soprano pipistrelle,2120174,542,City of Edinburgh,Scotland,Scotland
Soprano pipistrelle,1121209,541,Surrey,South East,England
Soprano pipistrelle,1120813,538,West Midlands,West Midlands,England
Soprano pipistrelle,1121011,538,Cumbria,North West,England
Soprano pipistrelle,5100381,530,Aberdeenshire,Scotland,Scotland
Soprano pipistrelle,1121110,526,Rutland,East Midlands,England
Soprano pipistrelle,5100464,518,Wiltshire,South West,England
Soprano pipistrelle,3120126,515,Carmarthenshire,Wales,Wales
Soprano pipistrelle,5100531,510,Fermanagh,Northern Ireland,Northern Ireland
Soprano pipistrelle,2120050,504,Scottish Borders,Scotland,Scotland
Soprano pipistrelle,2120027,502,Renfrewshire,Scotland,Scotland
Soprano pipistrelle,1121151,502,Nottinghamshire,East Midlands,England
Soprano pipistrelle,2120001,501,Stirling,Scotland,Scotland
Soprano pipistrelle,1121239,500,Devon,South West,England
Soprano pipistrelle,5100900,495,Wokingham,South East,England
Soprano pipistrelle,2120097,489,West Dunbartonshire,Scotland,Scotland
Soprano pipistrelle,5100117,489,Powys,Wales,Wales
Soprano pipistrelle,1120654,488,Kent,South East,England
Soprano pipistrelle,1120538,487,East Sussex,South East,England
Soprano pipistrelle,1120525,487,Hampshire,South East,England
Soprano pipistrelle,5100400,487,Derry,Northern Ireland,Northern Ireland
Soprano pipistrelle,1120302,486,Lancashire,North West,England
Soprano pipistrelle,1120603,486,West Sussex,South East,England
Soprano pipistrelle,4120011,485,Fermanagh,Northern Ireland,Northern Ireland
Soprano pipistrelle,5100301,481,East Lothian,Scotland,Scotland
Soprano pipistrelle,1120710,480,Cumbria,North West,England
Soprano pipistrelle,1120758,479,Essex,East of England,England
Soprano pipistrelle,5100869,474,East Lothian,Scotland,Scotland
Soprano pipistrelle,1120708,473,Rutland,East Midlands,England
Soprano pipistrelle,2120212,470,Glasgow City,Scotland,Scotland
Soprano pipistrelle,1120116,467,South Yorkshire,Yorkshire and The Humber,England
Soprano pipistrelle,3120026,467,Powys,Wales,Wales
Soprano pipistrelle,5100364,466,Fife,Scotland,Scotland
Soprano pipistrelle,1120002,464,Buckinghamshire,South East,England
Soprano pipistrelle,1120534,458,Herefordshire,West Midlands,England
Soprano pipistrelle,5100610,452,Perth and Kinross,Scotland,Scotland
Soprano pipistrelle,2120129,452,Stirling,Scotland,Scotland
Soprano pipistrelle,1121251,451,Lancashire,North West,England
Soprano pipistrelle,5100170,451,Fermanagh,Northern Ireland,Northern Ireland
Soprano pipistrelle,1120792,451,Shropshire,West Midlands,England
Soprano pipistrelle,5100496,450,Norfolk,East of England,England
Soprano pipistrelle,1121006,450,West Berkshire,South East,England
Soprano pipistrelle,5100101,448,Dumfries and Galloway,Scotland,Scotland
Soprano pipistrelle,1120015,447,Derbyshire,East Midlands,England
Soprano pipistrelle,5100372,440,Shropshire,West Midlands,England
Soprano pipistrelle,5100355,438,Fermanagh,Northern Ireland,Northern Ireland
Soprano pipistrelle,1121018,435,Nottinghamshire,East Midlands,England
Soprano pipistrelle,5100167,434,Fermanagh,Northern Ireland,Northern Ireland
Soprano pipistrelle,5100410,432,Renfrewshire,Scotland,Scotland
Soprano pipistrelle,2120253,429,South Ayrshire,Scotland,Scotland
Soprano pipistrelle,1120176,426,Greater London,London,England
Soprano pipistrelle,5100282,426,Tyne and Wear,North East,England
Soprano pipistrelle,1120784,425,Nottinghamshire,East Midlands,England
Soprano pipistrelle,5100007,425,Nottinghamshire,East Midlands,England
Soprano pipistrelle,5100136,423,Worcestershire,West Midlands,England
Soprano pipistrelle,5100645,422,Cumbria,North West,England
Soprano pipistrelle,1120937,422,Herefordshire,West Midlands,England
Soprano pipistrelle,1120503,421,Herefordshire,West Midlands,England
Soprano pipistrelle,1120855,420,Lancashire,North West,England
Soprano pipistrelle,2120143,419,Dumfries and Galloway,Scotland,Scotland
Soprano pipistrelle,2120237,419,East Lothian,Scotland,Scotland
Soprano pipistrelle,5100377,419,Cumbria,North West,England
Soprano pipistrelle,1120814,417,Surrey,South East,England
Soprano pipistrelle,1121206,417,Leicestershire,East Midlands,England
Soprano pipistrelle,1120404,416,Greater London,London,England
Soprano pipistrelle,3120088,415,Ceredigion,Wales,Wales
Soprano pipistrelle,1120811,413,Nottinghamshire,East Midlands,England
Soprano pipistrelle,1120315,412,Shropshire,West Midlands,England
Soprano pipistrelle,5100163,410,Nottingham,East Midlands,England
Soprano pipistrelle,3120084,410,Pembrokeshire,Wales,Wales
Soprano pipistrelle,1121122,410,Gloucestershire,South West,England
Soprano pipistrelle,1120507,407,Wiltshire,South West,England
Soprano pipistrelle,1121117,404,East Riding of Yorkshire,Yorkshire and The Humber,England
Soprano pipistrelle,2120166,401,East Lothian,Scotland,Scotland
Soprano pipistrelle,5100352,400,Lancashire,North West,England
Soprano pipistrelle,1120920,397,Hampshire,South East,England
Soprano pipistrelle,5100267,395,Fermanagh,Northern Ireland,Northern Ireland
Soprano pipistrelle,2120184,394,Stirling,Scotland,Scotland
Soprano pipistrelle,2120135,388,East Lothian,Scotland,Scotland
Soprano pipistrelle,1121099,387,Lancashire,North West,England
Soprano pipistrelle,3120116,385,Carmarthenshire,Wales,Wales
Soprano pipistrelle,2120081,385,North Ayrshire,Scotland,Scotland
Soprano pipistrelle,2120021,383,West Lothian,Scotland,Scotland
Soprano pipistrelle,1121252,381,Greater London,London,England
Soprano pipistrelle,5100140,378,Derbyshire,East Midlands,England
Soprano pipistrelle,1120099,377,East Sussex,South East,England
Soprano pipistrelle,1121213,377,Lancashire,North West,England
Soprano pipistrelle,3120118,376,Cardiff,Wales,Wales
Soprano pipistrelle,1121061,375,Greater London,London,England
Soprano pipistrelle,5101053,374,Shropshire,West Midlands,England
Soprano pipistrelle,1120569,373,Northumberland,North East,England
Soprano pipistrelle,3120064,373,Monmouthshire,Wales,Wales
Soprano pipistrelle,5100047,373,Worcestershire,West Midlands,England
Soprano pipistrelle,5100872,370,Buckinghamshire,South East,England
Soprano pipistrelle,2120191,369,Argyll and Bute,Scotland,Scotland
Soprano pipistrelle,1120598,366,West Berkshire,South East,England
Soprano pipistrelle,5101008,365,Highland,Scotland,Scotland
Soprano pipistrelle,2120225,365,West Lothian,Scotland,Scotland
Soprano pipistrelle,1121238,362,Gloucestershire,South West,England
Soprano pipistrelle,2120028,359,East Renfrewshire,Scotland,Scotland
Soprano pipistrelle,1121257,354,Devon,South West,England
Soprano pipistrelle,1120072,353,Rutland,East Midlands,England
Soprano pipistrelle,4120020,351,Down,Northern Ireland,Northern Ireland
Soprano pipistrelle,2120111,350,Renfrewshire,Scotland,Scotland
Soprano pipistrelle,3120110,349,Carmarthenshire,Wales,Wales
Soprano pipistrelle,1120112,348,North Yorkshire,Yorkshire and The Humber,England
Soprano pipistrelle,5100413,347,Nottinghamshire,East Midlands,England
Soprano pipistrelle,5100071,347,Nottinghamshire,East Midlands,England
Soprano pipistrelle,2120209,347,Fife,Scotland,Scotland
Soprano pipistrelle,1120570,346,Northumberland,North East,England
Soprano pipistrelle,5100238,346,Pembrokeshire,Wales,Wales
Soprano pipistrelle,1121176,346,Dorset,South West,England
Soprano pipistrelle,2120025,344,Midlothian,Scotland,Scotland
Soprano pipistrelle,1121100,344,Nottinghamshire,East Midlands,England
Soprano pipistrelle,1120074,343,Rutland,East Midlands,England
Soprano pipistrelle,5100877,340,Norfolk,East of England,England
Soprano pipistrelle,1120639,338,Suffolk,East of England,England
Soprano pipistrelle,1120313,336,West Yorkshire,Yorkshire and The Humber,England
Soprano pipistrelle,1120433,336,Cumbria,North West,England
Soprano pipistrelle,5100895,335,Hampshire,South East,England
Soprano pipistrelle,2120108,330,Renfrewshire,Scotland,Scotland
Soprano pipistrelle,2120160,329,Falkirk,Scotland,Scotland
Soprano pipistrelle,1121035,329,Herefordshire,West Midlands,England
Soprano pipistrelle,1121073,328,Oxfordshire,South East,England
Soprano pipistrelle,2120263,326,Aberdeen City,Scotland,Scotland
Soprano pipistrelle,1120205,325,Greater London,London,England
Soprano pipistrelle,1121042,325,Dorset,South West,England
Soprano pipistrelle,1120100,324,East Sussex,South East,England
Soprano pipistrelle,1121019,322,Nottinghamshire,East Midlands,England
Soprano pipistrelle,2120127,320,Renfrewshire,Scotland,Scotland
Soprano pipistrelle,4120037,320,Antrim,Northern Ireland,Northern Ireland
Soprano pipistrelle,1120796,317,Devon,South West,England
Soprano pipistrelle,5100965,316,Norfolk,East of England,England
Soprano pipistrelle,1121072,315,Oxfordshire,South East,England
Soprano pipistrelle,1121022,315,Nottinghamshire,East Midlands,England
Soprano pipistrelle,1121078,315,Kent,South East,England
Soprano pipistrelle,5100398,313,Derbyshire,East Midlands,England
Soprano pipistrelle,1120157,313,Oxfordshire,South East,England
Soprano pipistrelle,1120060,312,Kent,South East,England
Soprano pipistrelle,5100546,312,Hampshire,South East,England
Soprano pipistrelle,2120171,312,Scottish Borders,Scotland,Scotland
Soprano pipistrelle,1120638,312,Suffolk,East of England,England
Soprano pipistrelle,1120506,311,Norfolk,East of England,England
Soprano pipistrelle,5100552,310,West Sussex,South East,England
Soprano pipistrelle,1121118,310,West Berkshire,South East,England
Soprano pipistrelle,3120105,309,Conwy,Wales,Wales
Soprano pipistrelle,1121049,309,Essex,East of England,England
Soprano pipistrelle,5100848,307,Cambridgeshire,East of England,England
Soprano pipistrelle,1120601,306,Cumbria,North West,England
Soprano pipistrelle,1120324,305,Cumbria,North West,England
Soprano pipistrelle,3120046,304,Carmarthenshire,Wales,Wales
Soprano pipistrelle,5100368,304,Cumbria,North West,England
Soprano pipistrelle,1120043,303,Hertfordshire,East of England,England
Soprano pipistrelle,1120184,301,Nottinghamshire,East Midlands,England
Soprano pipistrelle,5100461,301,Down,Northern Ireland,Northern Ireland
Soprano pipistrelle,2120183,300,Stirling,Scotland,Scotland
Soprano pipistrelle,5100416,300,Nottinghamshire,East Midlands,England
Soprano pipistrelle,5100826,300,Northamptonshire,East Midlands,England
Soprano pipistrelle,1120318,299,Suffolk,East of England,England
Soprano pipistrelle,5100583,298,Norfolk,East of England,England
Soprano pipistrelle,3120036,296,Rhondda Cynon Taff,Wales,Wales
Soprano pipistrelle,1121245,295,Nottinghamshire,East Midlands,England
Soprano pipistrelle,1121109,295,Rutland,East Midlands,England
Soprano pipistrelle,5100730,295,Lancashire,North West,England
Soprano pipistrelle,5100938,294,Nottinghamshire,East Midlands,England
Soprano pipistrelle,3120024,292,Gwynedd,Wales,Wales
Soprano pipistrelle,2120017,291,Highland,Scotland,Scotland
Soprano pipistrelle,3120034,291,Isle of Anglesey,Wales,Wales
Soprano pipistrelle,1120236,287,West Berkshire,South East,England
Soprano pipistrelle,1121131,287,Lincolnshire,East Midlands,England
Soprano pipistrelle,1120025,284,Devon,South West,England
Soprano pipistrelle,1120783,283,Dorset,South West,England
Soprano pipistrelle,5100915,282,Cambridgeshire,East of England,England
Soprano pipistrelle,2120088,281,Argyll and Bute,Scotland,Scotland
Soprano pipistrelle,5100079,280,Pembrokeshire,Wales,Wales
Soprano pipistrelle,1121114,279,Dorset,South West,England
Soprano pipistrelle,5100285,278,Suffolk,East of England,England
Soprano pipistrelle,1121021,277,Nottinghamshire,East Midlands,England
Soprano pipistrelle,1120107,275,West Sussex,South East,England
Soprano pipistrelle,5100990,271,Surrey,South East,England
Soprano pipistrelle,3120023,269,Gwynedd,Wales,Wales
Soprano pipistrelle,3120061,268,Ceredigion,Wales,Wales
Soprano pipistrelle,5100913,267,Ceredigion,Wales,Wales
Soprano pipistrelle,1121054,267,Gloucestershire,South West,England
Soprano pipistrelle,2120051,265,West Lothian,Scotland,Scotland
Soprano pipistrelle,1120987,265,Kent,South East,England
Soprano pipistrelle,5100783,264,Down,Northern Ireland,Northern Ireland
Soprano pipistrelle,1120241,262,Oxfordshire,South East,England
Soprano pipistrelle,3120051,262,Gwynedd,Wales,Wales
Soprano pipistrelle,3120069,262,Carmarthenshire,Wales,Wales
Soprano pipistrelle,1120010,261,Cumbria,North West,England
Soprano pipistrelle,5100910,255,Dorset,South West,England
Soprano pipistrelle,1121013,255,Essex,East of England,England
